abacus,Latin
Abaddon,from
abaisse,borrowed from French
abattoir,French
abdicate,Latin
abecedarius,borrowed from Late Latin
aberrant,Latin
aberration,Latin
abeyance,Anglo-French
abhinaya,borrowed from Sanskrit
abnegation,Late Latin
aborigine,Latin
abracadabra,Late Latin
abrazo,borrowed from Spanish
abscise,Latin
abscissa,New Latin
abseil,German
abstemious,Latin
abstinence,Middle English
Abyssinian,kingdom in Africa
acacia,New Latin
academese,+
academia,New Latin
acajou,French
acanthus,New Latin
acarian,New Latin
acaulescent,+ Latin
acceded,Middle English
accentuate,Medieval Latin
accessit,Latin
acciaccatura,Italian
accipiter,New Latin
accolade,French
accommodate,Latin
accomplice,alteration (from incorrect division of
accordatura,Italian
accosted,Middle French
accouchement,French
accrued,Middle English
accumbent,Latin
accumulate,Latin
acedia,Late Latin
acervation,Latin
acetabulum,Latin
acetaldehyde,International Scientific Vocabulary
acetaminophen,+
acetarious,Latin
acetone,German
acharya,Sanskrit
Acheronian,+
Achillean,""
acicular,Late Latin
acidosis,New Latin
acidulous,Latin
acinaceous,us +
aciniform,Latin
acknowledge,(as in
acmonital,Italian
acoelous,om +
acolyte,Middle English
acotyledon,French
acquiesced,French
acroamatic,Greek
acronym,+
acrophobia,New Latin
acrostic,Middle French & Greek; Middle French
aculeate,Latin
acumen,Latin
adagio,Italian
adamantine,Middle English
addax,Latin
adherent,Middle English
adiabatic,Greek
adiaphorism,on +
adipose,New Latin
adjudication,French or Late Latin; French
adjunct,Latin
adjutant,Latin
adminicle,Latin
admittatur,Latin
adolescent,French
adrenergic,+
adret,borrowed from French
adustiosis,New Latin
adventitious,Latin
advocaat,Dutch
advocate,Middle English
aeoline,us
aepyornis,New Latin
aerobatics,+ acro
aerophilatelic,+
aerosol,+
Aesculapian,Greco-Roman god of medicine
Aesir,Old Norse
aetites,borrowed from Latin
affability,Middle English
affenpinscher,German
affettuoso,Italian
affianced,Middle English
affiche,French
affidavit,Medieval Latin
affiliate,Medieval Latin
affiliation,Medieval Latin
afflatus,Latin
affreight,modification (influenced by
afghan,Persian
Afrikaans,Afrikaans
agalloch,borrowed from Greek
agape,Late Latin
agelicism,Greek
aggiornamento,Italian
agglomerate,Latin
agglutinate,Latin
aggrandizement,French
aggravate,Latin
aggregate,Middle English
agio,Italian
agnolotti,Italian
agnomen,Latin
agnostic,Greek
agoraphobia,New Latin
agrestic,Latin
ahimsa,Sanskrit
aidant,Middle English
aiguille,French
ailanthus,New Latin
aileron,French
Ailurus,New Latin
aioli,Occitan
airedale,valley of the Aire River
Airedale,valley of the Aire River
aitch,French
aition,Greek
ajimez,Spanish
akamai,Hawaiian
akropodion,New Latin
aktograph,German
alabaster,Middle English
alameda,Spanish
alary,Latin  — more at
Alastor,Greek
albatross,probably alteration of obsolete
albedo,Late Latin
albeit,Middle English
alcarraza,Spanish
alcazar,Spanish
alchemy,Middle English
aleatoric,Latin
alegar,+ vine
alegrias,Spanish
aleuromancy,French
algorism,Middle English
algorithm,alteration of Middle English
alibi,Latin
alim,Arabic
alkali,Middle English
alkyd,blend of
allargando,Italian
alleviation,Late Latin
allision,Late Latin
alliteration,+ Latin
allium,New Latin
allonym,French
allothogenic,irregular (influenced by English
allotriophagy,from German
allusively,Late Latin
alluvium,Medieval Latin
almagest,Middle English
almoner,Middle English
alnico,uminum +
alogism,Late Latin
aloof,obsolete
alopecia,Middle English
alopecoid,Greek
alpaca,Spanish
alstroemeria,New Latin
altazimuth,International Scientific Vocabulary
altocumulus,New Latin
altricial,Latin
aluminum,New Latin
alyssum,New Latin
amadelphous,irregular from Greek
amandine,French
amanuensis,Latin
amaranth,Latin
amarevole,Italian
amaryllis,New Latin
amative,Medieval Latin
ambivalent,International Scientific Vocabulary
amblyopia,New Latin
ambrette,French
ambrosial,Latin
ambuscade,Middle French
ameliorate,alteration of
amelioration,alteration of
amenable,Anglo-French
amerce,Middle English
amercement,Middle English
amertoy,(
amethyst,Middle English
amethysts,Middle English
amicable,Middle English
amice,Middle English
ammeter,pere +
ammocoetes,New Latin
amnesty,Greek
amniocentesis,New Latin
amole,American Spanish
amontillado,Spanish
amphibian,ultimately from Greek
amphibious,Greek
amphimacer,Latin
amphipneustic,+ Greek
amphisbaena,Latin
amphoriskos,Greek
ampulla,Middle English
amulet,Latin
amygdala,New Latin
amylolysis,New Latin
amyotonia,New Latin
anabasis,Greek
anabibazon,Greek
anabolic,International Scientific Vocabulary
anachronism,probably from Middle Greek
anacoluthon,Late Latin
anadiplosis,Late Latin
anadromous,Greek
anaglyph,Late Latin
anagnorisis,Greek
anagogic,Late Latin
analects,New Latin
analemma,Latin
analysand,+
anamnesis,New Latin
Ananias,Greek
Ananke,Greek
ananym,(as in
anaphora,Late Latin
anaphylaxis,New Latin
anaptyxis,New Latin
Anasazi,Navajo
anastomosis,Late Latin
anastrophe,Medieval Latin
anathema,Late Latin
anatocism,Latin
anatomy,Late Latin
ancillary,(see
andante,Italian
andouille,French
andragogy,(as in
androgynous,Latin
anemone,Latin
aneroid,French
anguiped,Latin
anhedonia,New Latin
animadversions,Latin
animalier,French
animus,Latin
aniseikonia,New Latin
ankh,Egyptian
ankylosaur,New Latin
annelid,ultimately from Latin
annihilate,Late Latin
annuity,Middle English
annul,Middle English
anodyne,Latin
anomaly,(see
anschluss,German
ansu,borrowed from Japanese
Antaean,a giant overcome by Hercules
antenati,Medieval Latin
anthesis,New Latin
anthophorous,Greek
anthracite,Greek
anthropomorphic,Late Latin
antics,Italian
anticum,(as in
anticyclolysis,New Latin
antigen,German
antigropelos,perhaps irregularly from Greek
antilegomena,Greek
antimacassar,(
antimony,Middle English
antinomy,German
antipasto,Italian
antiphrasis,Late Latin
antipodes,Middle English
antiseptic,+ Greek
antithesis,Late Latin
antonomasia,Latin
anxieties,Latin
anxiolytic,ety +
aoristic,Late Latin & Greek; Late Latin
apartheid,Afrikaans
apastron,New Latin
aperture,Middle English
aphasia,New Latin
aphelion,New Latin
aphorism,Middle French
apiculture,probably from French
apiculus,New Latin
aplomb,French
aplustre,Latin
apocalypse,Middle English
apocope,Late Latin
apocrypha,Medieval Latin
apocryphal,(see
apodictic,Latin
apodyterium,Latin
apogalacteum,New Latin
apogee,French
apolaustic,Greek
Apollyon,Greek
apologetic,Greek
apologue,French
apoplexy,Middle English
aporetic,Greek
aporia,French
aposematic,+ Greek
aposiopesis,Late Latin
Apostolici,Late Latin
apothecary,Middle English
apothem,International Scientific Vocabulary
apotheosis,Late Latin
apotheosize,Late Latin
apotropaic,Greek
Appaloosa,origin unknown
apparatchik,Russian
apparentement,French
appeased,Middle English
appetency,Latin
appoggiatura,Italian
apprentice,Middle English
appropriate,Middle English
approximate,Late Latin
appulse,Latin
appurtenant,Middle English
apropos,French
apterygote,from New Latin
apteryx,New Latin
aquarellist,French
aquiclude,(in) +
aquiline,Latin
arabesque,French
arable,Anglo-French or Latin; Anglo-French
araneiform,Latin
araphorostic,irregularly from Greek
arbitrage,French
arbitrariness,(see
arboret,Latin
arboricole,French
arborio,village in Piedmont region of Italy
arborvitae,New Latin
arbuscle,Latin
arbustum,Latin
arcanum,Latin
archaism,New Latin
archangel,Middle English
archimage,New Latin
archimandrite,Late Latin
archipelago,Aegean Sea
archivalia,New Latin
arcology,chitectural e
ardoise,French
Areca,New Latin
arenaceous,Latin
arenicolous,Latin
Areopagus,Latin
aretalogy,Greek
arete,French
argosy,modification of Italian
aristarch,after
Armageddon,Greek
armamentarium,Latin
armiger,Medieval Latin
armilla,Latin
armistice,French or New Latin; French
armitas,Mexican Spanish
arnica,New Latin
arolium,New Latin
arpeggio,Italian
arraignment,Middle English
arrhostia,New Latin
arrogate,Latin
arrondi,French
arrondissement,French
arsedine,Middle English
artesian,French
article,Middle English
artifice,Middle French
artillery,Middle English
artiste,French
arugula,probably from Italian dialect; akin to Italian dialect (Lombardy)
arundinaceous,Latin
aryl,International Scientific Vocabulary
arytenoid,New Latin
asado,American Spanish
asana,Sanskrit
ascetic,Greek
asiago,town in Italy
aspergilliform,International Scientific Vocabulary
asperities,Middle English
asphodel,Latin
asseveration,Latin
assimilate,Middle English
assonance,French
assuage,Middle English
assurgent,Latin
asteria,Latin
asterial,Latin
astilbe,New Latin
astringe,Latin
astrobleme,+ Greek
astuciously,French
astuteness,Latin
asymptote,probably from New Latin
asyndeton,Late Latin
atavistic,French
atelier,French
athanor,Middle English
atherosclerosis,New Latin
atrabilious,Latin
atrocious,Latin
attacca,Italian
attermine,Middle English
attitudinal,+
attorneys,Middle English
attrahent,Latin
attritus,New Latin
aubade,French
auctorial,Latin
audace,Italian
audacious,Middle French
audible,Late Latin
Aufgabe,German (influenced in meaning by
augenphilologie,German
augment,Middle English
auk,Norwegian or Icelandic
aulos,Greek  — more at
auncel,Middle English
aureate,Middle English
aureity,Latin
auricle,Latin
auriferous,Latin
aurora,Latin  — more at
auscultation,Latin
auslaut,German
auspex,Latin
auspicate,Latin
auspices,Latin
austausch,German
Australopithecus,New Latin
auteur,French
autobahn,German
autodidact,Greek
autolysis,New Latin
autoschediastic,Greek
autumnal,Middle English
auxiliary,Latin
avalement,French
avarice,Middle English
avellaneous,Latin
avgolemono,Modern Greek
aviculture,Latin
avifauna,New Latin
avocet,French & Italian; French
avogram,gadro +
avoirdupois,Middle English
avuncular,Latin
axolotl,Nahuatl
ayatollah,Persian
Ayurveda,Sanskrit
azalea,New Latin
azimuth,Middle English
azotea,Spanish
Azrael,Arabic
azulejo,Portuguese or Spanish
babblative,(as in
Babism,""
babka,Polish
babouche,French
bacalao,Spanish
baccalaureate,Medieval Latin
bacciferous,Latin
bacillary,Medieval Latin & New Latin
bacitracin,New Latin
backgammon,perhaps from
backstein,German
Backstein,German
bacteriology,International Scientific Vocabulary
bacteriolytic,New Latin
baculiform,Latin
badger,from the sport of baiting badgers
badigeon,French
badinage,French
baedeker,Karl
Baedeker,Karl
bagwyn,origin unknown
baignoire,French
bailey,Middle English
bailiff,Middle English
bailiwick,Middle English
baize,Middle French
balaclava,Crimea
balalaika,Russian
balancelle,French
balbriggan,town in Ireland
balderdash,origin unknown
Balearic,Latin
baleen,Middle English
balistraria,New Latin
balkanize,Peninsula
ballabile,Italian
